site_id,year,date,lon,lat,latin
finsync_nrs_nc-10013,2009,2009-06-27,-81.51025083,36.1118797,Clinostomus funduloides
finsync_nrs_nc-10013,2009,2009-06-27,-81.51025083,36.1118797,Etheostoma flabellare
finsync_nrs_nc-10013,2009,2009-06-27,-81.51025083,36.1118797,Hybopsis hypsinotus
finsync_nrs_nc-10013,2009,2009-06-27,-81.51025083,36.1118797,Lepomis auritus
finsync_nrs_nc-10013,2009,2009-06-27,-81.51025083,36.1118797,Moxostoma rupiscartes
finsync_nrs_nc-10013,2009,2009-06-27,-81.51025083,36.1118797,Nocomis leptocephalus
finsync_nrs_nc-10013,2009,2009-06-27,-81.51025083,36.1118797,Notropis chiliticus
finsync_nrs_nc-10013,2009,2009-06-27,-81.51025083,36.1118797,Semotilus atromaculatus
finsync_nrs_nc-10014,2009,2009-06-03,-80.35988698,35.87615762,Clinostomus funduloides
finsync_nrs_nc-10014,2009,2009-06-03,-80.35988698,35.87615762,Fundulus rathbuni
finsync_nrs_nc-10014,2009,2009-06-03,-80.35988698,35.87615762,Semotilus atromaculatus
finsync_nrs_nc-10020,2009,2009-06-13,-81.74472009,35.64379261,Clinostomus funduloides
finsync_nrs_nc-10020,2009,2009-06-13,-81.74472009,35.64379261,Etheostoma flabellare
finsync_nrs_nc-10020,2009,2009-06-13,-81.74472009,35.64379261,Nocomis leptocephalus
finsync_nrs_nc-10020,2009,2009-06-13,-81.74472009,35.64379261,Semotilus atromaculatus
finsync_nrs_nc-10023,2009,2009-06-16,-82.77898224,35.68219607,Ambloplites rupestris
finsync_nrs_nc-10023,2009,2009-06-16,-82.77898224,35.68219607,Campostoma anomalum
finsync_nrs_nc-10023,2009,2009-06-16,-82.77898224,35.68219607,Catostomus commersonii
finsync_nrs_nc-10023,2009,2009-06-16,-82.77898224,35.68219607,Cottus bairdii
finsync_nrs_nc-10023,2009,2009-06-16,-82.77898224,35.68219607,Cyprinella galactura
finsync_nrs_nc-10023,2009,2009-06-16,-82.77898224,35.68219607,Etheostoma flabellare
finsync_nrs_nc-10023,2009,2009-06-16,-82.77898224,35.68219607,Etheostoma swannanoa
finsync_nrs_nc-10023,2009,2009-06-16,-82.77898224,35.68219607,Etheostoma zonale
finsync_nrs_nc-10023,2009,2009-06-16,-82.77898224,35.68219607,Hybopsis amblops
finsync_nrs_nc-10023,2009,2009-06-16,-82.77898224,35.68219607,Hypentelium nigricans
finsync_nrs_nc-10023,2009,2009-06-16,-82.77898224,35.68219607,Lepomis auritus
finsync_nrs_nc-10023,2009,2009-06-16,-82.77898224,35.68219607,Nocomis micropogon
finsync_nrs_nc-10023,2009,2009-06-16,-82.77898224,35.68219607,Rhinichthys atratulus
finsync_nrs_nc-10023,2009,2009-06-16,-82.77898224,35.68219607,Rhinichthys cataractae
finsync_nrs_nc-10023,2009,2009-06-16,-82.77898224,35.68219607,Semotilus atromaculatus
finsync_nrs_nc-10024,2009,2009-06-07,-77.7538446,35.38552971,Aphredoderus sayanus
finsync_nrs_nc-10024,2009,2009-06-07,-77.7538446,35.38552971,Centrarchus macropterus
finsync_nrs_nc-10024,2009,2009-06-07,-77.7538446,35.38552971,Esox americanus
finsync_nrs_nc-10024,2009,2009-06-07,-77.7538446,35.38552971,Gambusia affinis
finsync_nrs_nc-10024,2009,2009-06-07,-77.7538446,35.38552971,Lepomis gulosus
finsync_nrs_nc-10024,2009,2009-06-07,-77.7538446,35.38552971,Notemigonus crysoleucas
finsync_nrs_nc-10024,2009,2009-06-07,-77.7538446,35.38552971,Umbra pygmaea
finsync_nrs_nc-10027,2009,2009-06-20,-83.696776,35.02466855,Cottus bairdii
finsync_nrs_nc-10027,2009,2009-06-20,-83.696776,35.02466855,Oncorhynchus mykiss
finsync_nrs_nc-10029,2009,2009-06-04,-80.65668257,35.16118924,Clinostomus funduloides
finsync_nrs_nc-10029,2009,2009-06-04,-80.65668257,35.16118924,Lepomis cyanellus
finsync_nrs_nc-10029,2009,2009-06-04,-80.65668257,35.16118924,Semotilus atromaculatus
finsync_nrs_nc-10034,2009,2009-06-28,-82.04496954,36.09917138,Oncorhynchus mykiss
finsync_nrs_nc-10034,2009,2009-06-28,-82.04496954,36.09917138,Rhinichthys cataractae
finsync_nrs_nc-10034,2009,2009-06-28,-82.04496954,36.09917138,Salmo trutta
finsync_nrs_nc-10041,2019,2019-07-10,-80.46558258,35.04365233,Ameiurus platycephalus
finsync_nrs_nc-10041,2019,2019-07-10,-80.46558258,35.04365233,Etheostoma flabellare
finsync_nrs_nc-10041,2019,2019-07-10,-80.46558258,35.04365233,Etheostoma olmstedi
finsync_nrs_nc-10041,2019,2019-07-10,-80.46558258,35.04365233,Gambusia holbrooki
finsync_nrs_nc-10041,2019,2019-07-10,-80.46558258,35.04365233,Lepomis auritus
finsync_nrs_nc-10041,2019,2019-07-10,-80.46558258,35.04365233,Lepomis cyanellus
finsync_nrs_nc-10041,2019,2019-07-10,-80.46558258,35.04365233,Lepomis gibbosus
finsync_nrs_nc-10041,2019,2019-07-10,-80.46558258,35.04365233,Lepomis gulosus
finsync_nrs_nc-10041,2019,2019-07-10,-80.46558258,35.04365233,Lepomis macrochirus
finsync_nrs_nc-10041,2019,2019-07-10,-80.46558258,35.04365233,Micropterus salmoides
finsync_nrs_nc-10041,2019,2019-07-10,-80.46558258,35.04365233,Notropis petersoni
finsync_nrs_nc-10041,2019,2019-07-10,-80.46558258,35.04365233,Pomoxis nigromaculatus
finsync_nrs_nc-10049,2013,2013-09-22,-77.96322,34.58249,Ameiurus natalis
finsync_nrs_nc-10049,2013,2013-09-22,-77.96322,34.58249,Anguilla rostrata
finsync_nrs_nc-10049,2013,2013-09-22,-77.96322,34.58249,Aphredoderus sayanus
finsync_nrs_nc-10049,2013,2013-09-22,-77.96322,34.58249,Centrarchus macropterus
finsync_nrs_nc-10049,2013,2013-09-22,-77.96322,34.58249,Enneacanthus chaetodon
finsync_nrs_nc-10049,2013,2013-09-22,-77.96322,34.58249,Enneacanthus gloriosus
finsync_nrs_nc-10049,2013,2013-09-22,-77.96322,34.58249,Esox americanus
finsync_nrs_nc-10049,2013,2013-09-22,-77.96322,34.58249,Gambusia holbrooki
finsync_nrs_nc-10049,2013,2013-09-22,-77.96322,34.58249,Lepomis gulosus
finsync_nrs_nc-10052,2019,2019-08-14,-84.02452301,35.06056645,Ambloplites rupestris
finsync_nrs_nc-10052,2019,2019-08-14,-84.02452301,35.06056645,Cottus bairdii
finsync_nrs_nc-10052,2019,2019-08-14,-84.02452301,35.06056645,Cyprinella galactura
finsync_nrs_nc-10052,2019,2019-08-14,-84.02452301,35.06056645,Etheostoma blennioides
finsync_nrs_nc-10052,2019,2019-08-14,-84.02452301,35.06056645,Hypentelium nigricans
finsync_nrs_nc-10052,2019,2019-08-14,-84.02452301,35.06056645,Ichthyomyzon greeleyi
finsync_nrs_nc-10052,2019,2019-08-14,-84.02452301,35.06056645,Lepomis auritus
finsync_nrs_nc-10052,2019,2019-08-14,-84.02452301,35.06056645,Lepomis cyanellus
finsync_nrs_nc-10052,2019,2019-08-14,-84.02452301,35.06056645,Lepomis macrochirus
finsync_nrs_nc-10052,2019,2019-08-14,-84.02452301,35.06056645,Luxilus coccogenis
finsync_nrs_nc-10052,2019,2019-08-14,-84.02452301,35.06056645,Micropterus salmoides
finsync_nrs_nc-10052,2019,2019-08-14,-84.02452301,35.06056645,Moxostoma erythrurum
finsync_nrs_nc-10052,2019,2019-08-14,-84.02452301,35.06056645,Nocomis micropogon
finsync_nrs_nc-10052,2019,2019-08-14,-84.02452301,35.06056645,Notropis leuciodus
finsync_nrs_nc-10052,2019,2019-08-14,-84.02452301,35.06056645,Notropis spectrunculus
finsync_nrs_nc-10052,2019,2019-08-14,-84.02452301,35.06056645,Perca flavescens
finsync_nrs_nc-10052,2019,2019-08-14,-84.02452301,35.06056645,Semotilus atromaculatus
finsync_nrs_nc-10062,2013,2013-07-18,-80.7245,35.39708,Cyprinella chloristia
finsync_nrs_nc-10062,2013,2013-07-18,-80.7245,35.39708,Etheostoma olmstedi
finsync_nrs_nc-10062,2013,2013-07-18,-80.7245,35.39708,Gambusia holbrooki
finsync_nrs_nc-10062,2013,2013-07-18,-80.7245,35.39708,Lepomis auritus
finsync_nrs_nc-10062,2013,2013-07-18,-80.7245,35.39708,Lepomis cyanellus
finsync_nrs_nc-10062,2013,2013-07-18,-80.7245,35.39708,Lepomis macrochirus
finsync_nrs_nc-10062,2013,2013-07-18,-80.7245,35.39708,Micropterus salmoides
finsync_nrs_nc-10062,2013,2013-07-18,-80.7245,35.39708,Moxostoma collapsum
finsync_nrs_nc-10062,2013,2013-07-18,-80.7245,35.39708,Nocomis leptocephalus
finsync_nrs_nc-10062,2013,2013-07-18,-80.7245,35.39708,Notropis hudsonius
finsync_nrs_nc-10062,2013,2013-07-18,-80.7245,35.39708,Noturus insignis
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Ameiurus brunneus
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Catostomus commersonii
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Clinostomus funduloides
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Etheostoma flabellare
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Hybopsis hypsinotus
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Lepomis auritus
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Lepomis macrochirus
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Micropterus punctulatus
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Micropterus salmoides
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Moxostoma rupiscartes
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Nocomis leptocephalus
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Notemigonus crysoleucas
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Notropis chiliticus
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Notropis chlorocephalus
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Notropis procne
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Notropis scepticus
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Noturus insignis
finsync_nrs_nc-10066,2013,2013-07-22,-81.40958,35.4757,Semotilus atromaculatus
finsync_nrs_nc-10084,2018,2018-08-20,-78.15344368,35.67727845,Aphredoderus sayanus
finsync_nrs_nc-10084,2018,2018-08-20,-78.15344368,35.67727845,Erimyzon oblongus
finsync_nrs_nc-10084,2018,2018-08-20,-78.15344368,35.67727845,Esox americanus
finsync_nrs_nc-10084,2018,2018-08-20,-78.15344368,35.67727845,Etheostoma olmstedi
finsync_nrs_nc-10084,2018,2018-08-20,-78.15344368,35.67727845,Gambusia holbrooki
finsync_nrs_nc-10084,2018,2018-08-20,-78.15344368,35.67727845,Lepomis cyanellus
finsync_nrs_nc-10084,2018,2018-08-20,-78.15344368,35.67727845,Lepomis gulosus
finsync_nrs_nc-10084,2018,2018-08-20,-78.15344368,35.67727845,Lepomis macrochirus
finsync_nrs_nc-10084,2018,2018-08-20,-78.15344368,35.67727845,Micropterus salmoides
